engine	case	quantity	status	value	note
kerotakis	ethyl-ethanoate	tcrit_k	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
kerotakis	ethyl-ethanoate	pcrit_kpa	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
feos-pcsaft	ethyl-ethanoate@25C	psat_kpa	ok	1.2595449563e1	esper2023
feos-pcsaft	ethyl-ethanoate@25C	rho_liq_mol_m3	ok	1.0099891043e4	esper2023
feos-pcsaft	ethyl-ethanoate@25C	dhvap_kj_mol	ok	3.5755384198e1	esper2023
feos-pcsaft	ethyl-ethanoate@50C	psat_kpa	ok	3.7982139877e1	esper2023
feos-pcsaft	ethyl-ethanoate@50C	rho_liq_mol_m3	ok	9.7661455069e3	esper2023
feos-pcsaft	ethyl-ethanoate@50C	dhvap_kj_mol	ok	3.4183215121e1	esper2023
feos-pcsaft	ethyl-ethanoate@77C	psat_kpa	ok	1.0128974029e2	esper2023
feos-pcsaft	ethyl-ethanoate@77C	rho_liq_mol_m3	ok	9.3904784437e3	esper2023
feos-pcsaft	ethyl-ethanoate@77C	dhvap_kj_mol	ok	3.2432350582e1	esper2023
feos-pcsaft	ethyl-ethanoate	tboil_c	ok	7.7010553006e1	esper2023
feos-pcsaft	ethyl-ethanoate	tcrit_k	ok	5.3568145793e2	esper2023
feos-pcsaft	ethyl-ethanoate	pcrit_kpa	ok	4.7508230840e3	esper2023
kerotakis	ethanoic-acid@25C	psat_kpa	ok	2.0555655088e0	Antoine constants for ethanoic acid (17-157 °C): Stull, D.R., Ind. Eng. Chem. 39(4), 517-540 (1947), Table I. Published as log10(P/mmHg) = 7.38782 - 1533.313/(T/°C + 222.309); `a` carries the kPa conversion: 7.38782 - log10(760/101.325) = 6.51292. Gives 101.4 kPa at 117.9 °C (lit. 117.9 °C at 1 atm)
kerotakis	ethanoic-acid@25C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	ethanoic-acid@25C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	ethanoic-acid@80C	psat_kpa	ok	2.7600325546e1	Antoine constants for ethanoic acid (17-157 °C): Stull, D.R., Ind. Eng. Chem. 39(4), 517-540 (1947), Table I. Published as log10(P/mmHg) = 7.38782 - 1533.313/(T/°C + 222.309); `a` carries the kPa conversion: 7.38782 - log10(760/101.325) = 6.51292. Gives 101.4 kPa at 117.9 °C (lit. 117.9 °C at 1 atm)
kerotakis	ethanoic-acid@80C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	ethanoic-acid@80C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	ethanoic-acid@118C	psat_kpa	ok	1.0168823806e2	Antoine constants for ethanoic acid (17-157 °C): Stull, D.R., Ind. Eng. Chem. 39(4), 517-540 (1947), Table I. Published as log10(P/mmHg) = 7.38782 - 1533.313/(T/°C + 222.309); `a` carries the kPa conversion: 7.38782 - log10(760/101.325) = 6.51292. Gives 101.4 kPa at 117.9 °C (lit. 117.9 °C at 1 atm)
kerotakis	ethanoic-acid@118C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	ethanoic-acid@118C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	ethanoic-acid	tboil_c	ok	1.1788265947e2	Antoine constants for ethanoic acid (17-157 °C): Stull, D.R., Ind. Eng. Chem. 39(4), 517-540 (1947), Table I. Published as log10(P/mmHg) = 7.38782 - 1533.313/(T/°C + 222.309); `a` carries the kPa conversion: 7.38782 - log10(760/101.325) = 6.51292. Gives 101.4 kPa at 117.9 °C (lit. 117.9 °C at 1 atm)
kerotakis	ethanoic-acid	tcrit_k	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
kerotakis	ethanoic-acid	pcrit_kpa	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
feos-pcsaft	ethanoic-acid@25C	psat_kpa	ok	1.9411831039e0	esper2023
feos-pcsaft	ethanoic-acid@25C	rho_liq_mol_m3	ok	1.7102971107e4	esper2023
feos-pcsaft	ethanoic-acid@25C	dhvap_kj_mol	ok	4.3752424658e1	esper2023
feos-pcsaft	ethanoic-acid@80C	psat_kpa	ok	2.7783081193e1	esper2023
feos-pcsaft	ethanoic-acid@80C	rho_liq_mol_m3	ok	1.6157888504e4	esper2023
feos-pcsaft	ethanoic-acid@80C	dhvap_kj_mol	ok	4.0559987588e1	esper2023
feos-pcsaft	ethanoic-acid@118C	psat_kpa	ok	1.0448399158e2	esper2023
feos-pcsaft	ethanoic-acid@118C	rho_liq_mol_m3	ok	1.5492148179e4	esper2023
feos-pcsaft	ethanoic-acid@118C	dhvap_kj_mol	ok	3.8376711338e1	esper2023
feos-pcsaft	ethanoic-acid	tboil_c	ok	1.1700706692e2	esper2023
feos-pcsaft	ethanoic-acid	tcrit_k	ok	6.4164762451e2	esper2023
feos-pcsaft	ethanoic-acid	pcrit_kpa	ok	9.2129137008e3	esper2023
feos-pcsaft-gross2002	ethanoic-acid@25C	psat_kpa	ok	2.1521472826e0	gross2002
feos-pcsaft-gross2002	ethanoic-acid@25C	rho_liq_mol_m3	ok	1.7067536666e4	gross2002
feos-pcsaft-gross2002	ethanoic-acid@25C	dhvap_kj_mol	ok	3.7756862425e1	gross2002
feos-pcsaft-gross2002	ethanoic-acid@80C	psat_kpa	ok	2.6510537788e1	gross2002
feos-pcsaft-gross2002	ethanoic-acid@80C	rho_liq_mol_m3	ok	1.6199823581e4	gross2002
feos-pcsaft-gross2002	ethanoic-acid@80C	dhvap_kj_mol	ok	3.5113977971e1	gross2002
feos-pcsaft-gross2002	ethanoic-acid@118C	psat_kpa	ok	9.8565445756e1	gross2002
feos-pcsaft-gross2002	ethanoic-acid@118C	rho_liq_mol_m3	ok	1.5537193756e4	gross2002
feos-pcsaft-gross2002	ethanoic-acid@118C	dhvap_kj_mol	ok	3.2926940823e1	gross2002
kerotakis	propane@-60C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	propane@-60C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	propane@-60C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	propane@-42.1C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	propane@-42.1C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	propane@-42.1C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	propane@0C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	propane@0C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	propane@0C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	propane@25C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	propane@25C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	propane@25C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	propane	tboil_c	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	propane	tcrit_k	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
kerotakis	propane	pcrit_kpa	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
feos-pcsaft	propane@-60C	psat_kpa	ok	4.2942413560e1	esper2023
feos-pcsaft	propane@-60C	rho_liq_mol_m3	ok	1.3624600227e4	esper2023
feos-pcsaft	propane@-60C	dhvap_kj_mol	ok	1.9625659266e1	esper2023
feos-pcsaft	propane@-42.1C	psat_kpa	ok	1.0190242670e2	esper2023
feos-pcsaft	propane@-42.1C	rho_liq_mol_m3	ok	1.3180251721e4	esper2023
feos-pcsaft	propane@-42.1C	dhvap_kj_mol	ok	1.8855639466e1	esper2023
feos-pcsaft	propane@0C	psat_kpa	ok	4.7587784446e2	esper2023
feos-pcsaft	propane@0C	rho_liq_mol_m3	ok	1.2028623874e4	esper2023
feos-pcsaft	propane@0C	dhvap_kj_mol	ok	1.6718627683e1	esper2023
feos-pcsaft	propane@25C	psat_kpa	ok	9.5426204229e2	esper2023
feos-pcsaft	propane@25C	rho_liq_mol_m3	ok	1.1213211877e4	esper2023
feos-pcsaft	propane@25C	dhvap_kj_mol	ok	1.5065983386e1	esper2023
feos-pcsaft	propane	tboil_c	ok	-4.2228916573e1	esper2023
feos-pcsaft	propane	tcrit_k	ok	3.7541140522e2	esper2023
feos-pcsaft	propane	pcrit_kpa	ok	4.6259850093e3	esper2023
kerotakis	butane@-20C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	butane@-20C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	butane@-20C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	butane@-0.5C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	butane@-0.5C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	butane@-0.5C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	butane@25C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	butane@25C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	butane@25C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	butane	tboil_c	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	butane	tcrit_k	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
kerotakis	butane	pcrit_kpa	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
feos-pcsaft	butane@-20C	psat_kpa	ok	4.5546058018e1	esper2023
feos-pcsaft	butane@-20C	rho_liq_mol_m3	ok	1.0679472026e4	esper2023
feos-pcsaft	butane@-20C	dhvap_kj_mol	ok	2.3496740894e1	esper2023
feos-pcsaft	butane@-0.5C	psat_kpa	ok	1.0195536374e2	esper2023
feos-pcsaft	butane@-0.5C	rho_liq_mol_m3	ok	1.0338236670e4	esper2023
feos-pcsaft	butane@-0.5C	dhvap_kj_mol	ok	2.2555822767e1	esper2023
feos-pcsaft	butane@25C	psat_kpa	ok	2.4449187118e2	esper2023
feos-pcsaft	butane@25C	rho_liq_mol_m3	ok	9.8645398065e3	esper2023
feos-pcsaft	butane@25C	dhvap_kj_mol	ok	2.1207819311e1	esper2023
feos-pcsaft	butane	tboil_c	ok	-6.6334230126e-1	esper2023
feos-pcsaft	butane	tcrit_k	ok	4.3299784680e2	esper2023
feos-pcsaft	butane	pcrit_kpa	ok	4.2380790799e3	esper2023
kerotakis	pentane@0C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	pentane@0C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	pentane@0C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	pentane@25C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	pentane@25C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	pentane@25C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	pentane@36.1C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	pentane@36.1C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	pentane@36.1C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	pentane	tboil_c	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	pentane	tcrit_k	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
kerotakis	pentane	pcrit_kpa	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
feos-pcsaft	pentane@0C	psat_kpa	ok	2.4242988206e1	esper2023
feos-pcsaft	pentane@0C	rho_liq_mol_m3	ok	8.9130219576e3	esper2023
feos-pcsaft	pentane@0C	dhvap_kj_mol	ok	2.8043819513e1	esper2023
feos-pcsaft	pentane@25C	psat_kpa	ok	6.8113508861e1	esper2023
feos-pcsaft	pentane@25C	rho_liq_mol_m3	ok	8.5846036982e3	esper2023
feos-pcsaft	pentane@25C	dhvap_kj_mol	ok	2.6719147314e1	esper2023
feos-pcsaft	pentane@36.1C	psat_kpa	ok	1.0125770679e2	esper2023
feos-pcsaft	pentane@36.1C	rho_liq_mol_m3	ok	8.4335591387e3	esper2023
feos-pcsaft	pentane@36.1C	dhvap_kj_mol	ok	2.6104793519e1	esper2023
feos-pcsaft	pentane	tboil_c	ok	3.6119406982e1	esper2023
feos-pcsaft	pentane	tcrit_k	ok	4.7882913765e2	esper2023
feos-pcsaft	pentane	pcrit_kpa	ok	3.8669399735e3	esper2023
kerotakis	hexane@25C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	hexane@25C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	hexane@25C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	hexane@50C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	hexane@50C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	hexane@50C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	hexane@68.7C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	hexane@68.7C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	hexane@68.7C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	hexane	tboil_c	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	hexane	tcrit_k	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
kerotakis	hexane	pcrit_kpa	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
feos-pcsaft	hexane@25C	psat_kpa	ok	2.0221826571e1	esper2023
feos-pcsaft	hexane@25C	rho_liq_mol_m3	ok	7.5622381747e3	esper2023
feos-pcsaft	hexane@25C	dhvap_kj_mol	ok	3.1649726797e1	esper2023
feos-pcsaft	hexane@50C	psat_kpa	ok	5.4133314237e1	esper2023
feos-pcsaft	hexane@50C	rho_liq_mol_m3	ok	7.3021242885e3	esper2023
feos-pcsaft	hexane@50C	dhvap_kj_mol	ok	3.0231182528e1	esper2023
feos-pcsaft	hexane@68.7C	psat_kpa	ok	1.0126814912e2	esper2023
feos-pcsaft	hexane@68.7C	rho_liq_mol_m3	ok	7.0993535844e3	esper2023
feos-pcsaft	hexane@68.7C	dhvap_kj_mol	ok	2.9120466522e1	esper2023
feos-pcsaft	hexane	tboil_c	ok	6.8717900697e1	esper2023
feos-pcsaft	hexane	tcrit_k	ok	5.1921724763e2	esper2023
feos-pcsaft	hexane	pcrit_kpa	ok	3.5535385358e3	esper2023
kerotakis	heptane@25C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	heptane@25C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	heptane@25C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	heptane@60C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	heptane@60C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	heptane@60C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	heptane@98.4C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	heptane@98.4C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	heptane@98.4C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	heptane	tboil_c	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	heptane	tcrit_k	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
kerotakis	heptane	pcrit_kpa	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
feos-pcsaft	heptane@25C	psat_kpa	ok	6.0865083279e0	esper2023
feos-pcsaft	heptane@25C	rho_liq_mol_m3	ok	6.7540998606e3	esper2023
feos-pcsaft	heptane@25C	dhvap_kj_mol	ok	3.6728234364e1	esper2023
feos-pcsaft	heptane@60C	psat_kpa	ok	2.8051744757e1	esper2023
feos-pcsaft	heptane@60C	rho_liq_mol_m3	ok	6.4575888171e3	esper2023
feos-pcsaft	heptane@60C	dhvap_kj_mol	ok	3.4590647852e1	esper2023
feos-pcsaft	heptane@98.4C	psat_kpa	ok	1.0145384354e2	esper2023
feos-pcsaft	heptane@98.4C	rho_liq_mol_m3	ok	6.1129513621e3	esper2023
feos-pcsaft	heptane@98.4C	dhvap_kj_mol	ok	3.2133317390e1	esper2023
feos-pcsaft	heptane	tboil_c	ok	9.8356777499e1	esper2023
feos-pcsaft	heptane	tcrit_k	ok	5.5214267289e2	esper2023
feos-pcsaft	heptane	pcrit_kpa	ok	3.2697470595e3	esper2023
kerotakis	octane@25C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	octane@25C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	octane@25C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	octane@80C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	octane@80C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	octane@80C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	octane@125.6C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	octane@125.6C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	octane@125.6C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	octane	tboil_c	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	octane	tcrit_k	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
kerotakis	octane	pcrit_kpa	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
feos-pcsaft	octane@25C	psat_kpa	ok	1.8655085234e0	esper2023
feos-pcsaft	octane@25C	rho_liq_mol_m3	ok	6.1023687002e3	esper2023
feos-pcsaft	octane@25C	dhvap_kj_mol	ok	4.1620907566e1	esper2023
feos-pcsaft	octane@80C	psat_kpa	ok	2.3287985016e1	esper2023
feos-pcsaft	octane@80C	rho_liq_mol_m3	ok	5.7094136050e3	esper2023
feos-pcsaft	octane@80C	dhvap_kj_mol	ok	3.8013820638e1	esper2023
feos-pcsaft	octane@125.6C	psat_kpa	ok	1.0100610539e2	esper2023
feos-pcsaft	octane@125.6C	rho_liq_mol_m3	ok	5.3593716396e3	esper2023
feos-pcsaft	octane@125.6C	dhvap_kj_mol	ok	3.4888159625e1	esper2023
feos-pcsaft	octane	tboil_c	ok	1.2571339990e2	esper2023
feos-pcsaft	octane	tcrit_k	ok	5.8235293736e2	esper2023
feos-pcsaft	octane	pcrit_kpa	ok	3.0300984635e3	esper2023
kerotakis	cyclohexane@25C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	cyclohexane@25C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	cyclohexane@25C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	cyclohexane@50C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	cyclohexane@50C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	cyclohexane@50C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	cyclohexane@80.7C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	cyclohexane@80.7C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	cyclohexane@80.7C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	cyclohexane	tboil_c	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	cyclohexane	tcrit_k	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
kerotakis	cyclohexane	pcrit_kpa	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
feos-pcsaft	cyclohexane@25C	psat_kpa	ok	1.3063762251e1	esper2023
feos-pcsaft	cyclohexane@25C	rho_liq_mol_m3	ok	9.1704634975e3	esper2023
feos-pcsaft	cyclohexane@25C	dhvap_kj_mol	ok	3.2854614320e1	esper2023
feos-pcsaft	cyclohexane@50C	psat_kpa	ok	3.6160124589e1	esper2023
feos-pcsaft	cyclohexane@50C	rho_liq_mol_m3	ok	8.8996182604e3	esper2023
feos-pcsaft	cyclohexane@50C	dhvap_kj_mol	ok	3.1645355794e1	esper2023
feos-pcsaft	cyclohexane@80.7C	psat_kpa	ok	1.0058999498e2	esper2023
feos-pcsaft	cyclohexane@80.7C	rho_liq_mol_m3	ok	8.5564336405e3	esper2023
feos-pcsaft	cyclohexane@80.7C	dhvap_kj_mol	ok	3.0101042001e1	esper2023
feos-pcsaft	cyclohexane	tboil_c	ok	8.0942969044e1	esper2023
feos-pcsaft	cyclohexane	tcrit_k	ok	5.6215093271e2	esper2023
feos-pcsaft	cyclohexane	pcrit_kpa	ok	4.5535547618e3	esper2023
kerotakis	toluene@25C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	toluene@25C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	toluene@25C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	toluene@60C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	toluene@60C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	toluene@60C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	toluene@110.6C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	toluene@110.6C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	toluene@110.6C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	toluene	tboil_c	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	toluene	tcrit_k	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
kerotakis	toluene	pcrit_kpa	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
feos-pcsaft	toluene@25C	psat_kpa	ok	3.8026254716e0	esper2023
feos-pcsaft	toluene@25C	rho_liq_mol_m3	ok	9.3057688829e3	esper2023
feos-pcsaft	toluene@25C	dhvap_kj_mol	ok	3.8134579334e1	esper2023
feos-pcsaft	toluene@60C	psat_kpa	ok	1.8584767604e1	esper2023
feos-pcsaft	toluene@60C	rho_liq_mol_m3	ok	8.9568974032e3	esper2023
feos-pcsaft	toluene@60C	dhvap_kj_mol	ok	3.6307282199e1	esper2023
feos-pcsaft	toluene@110.6C	psat_kpa	ok	1.0173102424e2	esper2023
feos-pcsaft	toluene@110.6C	rho_liq_mol_m3	ok	8.4365261522e3	esper2023
feos-pcsaft	toluene@110.6C	dhvap_kj_mol	ok	3.3605913331e1	esper2023
feos-pcsaft	toluene	tboil_c	ok	1.1045938610e2	esper2023
feos-pcsaft	toluene	tcrit_k	ok	6.0563638736e2	esper2023
feos-pcsaft	toluene	pcrit_kpa	ok	4.8452329392e3	esper2023
kerotakis	carbon-dioxide@-50C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	carbon-dioxide@-50C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	carbon-dioxide@-50C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	carbon-dioxide@-25C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	carbon-dioxide@-25C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	carbon-dioxide@-25C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	carbon-dioxide@0C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	carbon-dioxide@0C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	carbon-dioxide@0C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	carbon-dioxide@25C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	carbon-dioxide@25C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	carbon-dioxide@25C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	carbon-dioxide	tboil_c	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	carbon-dioxide	tcrit_k	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
kerotakis	carbon-dioxide	pcrit_kpa	unavailable		kerotakis-thermo curates critical properties for 3 fluids only (eos.rs)
feos-pcsaft	carbon-dioxide@-50C	psat_kpa	ok	6.8485480519e2	esper2023
feos-pcsaft	carbon-dioxide@-50C	rho_liq_mol_m3	ok	2.6059139456e4	esper2023
feos-pcsaft	carbon-dioxide@-50C	dhvap_kj_mol	ok	1.4981153805e1	esper2023
feos-pcsaft	carbon-dioxide@-25C	psat_kpa	ok	1.6793541583e3	esper2023
feos-pcsaft	carbon-dioxide@-25C	rho_liq_mol_m3	ok	2.3883275899e4	esper2023
feos-pcsaft	carbon-dioxide@-25C	dhvap_kj_mol	ok	1.3143093305e1	esper2023
feos-pcsaft	carbon-dioxide@0C	psat_kpa	ok	3.4817829388e3	esper2023
feos-pcsaft	carbon-dioxide@0C	rho_liq_mol_m3	ok	2.1058181557e4	esper2023
feos-pcsaft	carbon-dioxide@0C	dhvap_kj_mol	ok	1.0576993018e1	esper2023
feos-pcsaft	carbon-dioxide@25C	psat_kpa	ok	6.4432971498e3	esper2023
feos-pcsaft	carbon-dioxide@25C	rho_liq_mol_m3	ok	1.6481750100e4	esper2023
feos-pcsaft	carbon-dioxide@25C	dhvap_kj_mol	ok	6.1713409469e0	esper2023
feos-pcsaft	carbon-dioxide	tboil_c	ok	-8.8398353117e1	esper2023
feos-pcsaft	carbon-dioxide	tcrit_k	ok	3.0914737606e2	esper2023
feos-pcsaft	carbon-dioxide	pcrit_kpa	ok	8.2379568025e3	esper2023
kerotakis	nitrogen@-200C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	nitrogen@-200C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	nitrogen@-200C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
kerotakis	nitrogen@-195.8C	psat_kpa	unavailable		no Antoine constants curated in kerotakis-thermo
kerotakis	nitrogen@-195.8C	rho_liq_mol_m3	unavailable		kerotakis-thermo has no liquid-density model
kerotakis	nitrogen@-195.8C	dhvap_kj_mol	unavailable		kerotakis-thermo has no enthalpy model for pure fluids
